0.036776,0.030678,0.013598
0.047912,0.034984,0.034752
-0.013274,-0.007828,-0.010026
-0.000867,-0.004246,0.001771
0.020563,0.020999,0.022074
0.020272,0.018508,0.00464
0.020774,0.022423,0.016603
-0.024577,-0.013494,-0.001323
0.018404,0.017418,0.008647
0.029119,0.030494,0.025641
0.02645,0.026133,0.030723
-0.001917,0.002511,0.004164
0.014203,0.018639,0.011636
-0.014758,-0.007316,0.00275
-0.043105,-0.031123,-0.027449
0.008805,0.003703,0.001373
0.004153,0.005339,0.002161
0.038582,0.038935,0.030526
0.026989,0.0236,0.015065
-0.00266,0.004898,0.022599
0.088895,0.05198,0.031821
-0.055366,-0.051658,-0.035211
-0.022782,-0.014911,-0.017354
0.010098,0.011488,0.004609
0.006827,0.012538,0.012027
-0.050435,-0.040447,-0.03679
0.036252,0.040135,0.029382
0.002146,0.001533,0.008136
0.018716,0.018251,0.021555
0.035049,0.030021,0.03077
0.06011,0.045547,0.030178
0.042904,0.041489,0.04689
-0.041985,-0.028103,-0.020221
-0.003344,-0.011966,-0.021163
0.042637,0.044021,0.035968
-0.004782,-0.004343,-0.008285
0.029008,0.030871,0.02623
-0.01793,-0.011278,-0.005651
0.011381,0.009585,-6.90E-05
0.064188,0.057641,0.042443
-0.023214,-0.01402,-0.009082
-0.104917,-0.093603,-0.066819
0.023022,0.009902,0.004672
0.055228,0.058097,0.046768
-0.031384,-0.029366,-0.024426
0.004057,0.003887,0.001662
0.013211,0.016052,0.010311
0.019525,0.015763,0.012966
0.021635,0.023563,0.017481
0.014178,0.013929,0.014353
-0.067295,-0.059584,-0.04909
-0.003441,-0.0041,-0.006666
0.011977,0.013616,0.010107
0.016703,0.014664,0.01208
0.043186,0.039549,0.032183
0.009077,0.008695,0.002804
0.01872,0.015813,0.011144
-0.025773,-0.022469,-0.017663
0.029946,0.024136,0.013398
0.038437,0.028471,0.009351
-0.015657,-0.014668,-0.013112
-0.00093,-0.004377,-0.004518
0.039067,0.035333,0.026104
0.032511,0.03217,0.018363
0.022747,0.017606,0.009046
-0.036368,-0.031633,-0.021346
0.035543,0.032788,0.020806
-0.041069,-0.033298,-0.018281
-0.022459,-0.019975,-0.011898
0.012485,0.007972,0.006295
0.026477,0.027379,0.011198
-0.015976,-0.011112,-0.004563
0.012809,0.008721,0.000153
-0.055518,-0.040187,-0.019782
-0.038002,-0.024514,-0.008795
-0.005631,-0.001525,-0.001047
0.010872,0.01062,0.003077
0.023037,0.021198,0.016418
0.033521,0.028996,0.021575
0.022313,0.017554,0.011343
0.011512,0.00811,0.007074
0.028752,0.020207,0.013674
-0.035085,-0.02417,-0.015746
-0.010679,-0.007534,-0.0036
0.035901,0.028796,0.019999
-0.021418,-0.01211,-0.002247
0.008677,0.008095,0.006799
-0.025944,-0.020529,-0.014483
-0.013263,-0.008926,-0.006804
0.039013,0.030381,0.023884
0.014998,0.017484,0.01713
0.00233,0.001447,-0.00044
0.018432,0.01578,0.013082
0.062646,0.048778,0.044192
-0.00874,-0.006067,-0.003627
0.025452,0.025689,0.038355
-0.00759,0.000404,0.009265
0.022067,0.012042,0.011256
-0.025128,-0.018873,-0.016442
-0.036625,-0.029605,-0.018756
0.036209,0.023758,0.010754
-0.00412,-0.000827,0.005155
0.0285,0.023764,0.015313
0.0221,0.007784,0.000875
-0.006968,-0.036296,-0.028592
0.172202,0.144461,0.085378
0.146556,0.091421,0.056872
-0.147382,-0.105931,-0.044454
-0.016446,-0.004178,-0.00192
0.035141,0.057347,0.03291
-0.084469,-0.061338,-0.035782
